Material,Thermal Conductivity (W/m*K),Thermal Diffusivity (mm2/s),Specific Heat Capacity (J/kg*K),Volumetric Specific Heat (MJ/m³K),Thermal Effusivity (Ws0.5/(m2K)),Material Density (kg/m3),Durability (d),Price (c) ($/m^3),Material_encoded,Thickness,Weight,Cost
potassium fluoride (KG|F),7.1130,3.3300,862,2.1380,3899.0000,2480.0000,54.4160,61.5316,595,0.0325,80.6000,1.9998
potassium fluoride (KG|F),7.1130,3.3300,862,2.1380,3899.0000,2480.0000,54.4160,61.5316,595,0.0550,136.4000,3.3842
potassium fluoride (KG|F),7.1130,3.3300,862,2.1380,3899.0000,2480.0000,54.4160,61.5316,595,0.0775,192.2000,4.7687
potassium fluoride (KG|F),7.1130,3.3300,862,2.1380,3899.0000,2480.0000,54.4160,61.5316,595,0.1000,248.0000,6.1532
potassium fluoride (KG|F),7.1130,3.3300,862,2.1380,3899.0000,2480.0000,54.4160,61.5316,595,170.7120,423365.7600,10504.1852
potassium fluoride (KG|F),7.1130,3.3300,862,2.1380,3899.0000,2480.0000,54.4160,61.5316,595,118.5500,294004.0000,7294.5731
beryllium carbide (Be2C) (hp or snt),23.4300,7.8400,1423,2.9880,8368.0000,2100.0000,16.5304,76.5509,81,0.0100,21.0000,0.7655
beryllium carbide (Be2C) (hp or snt),23.4300,7.8400,1423,2.9880,8368.0000,2100.0000,16.5304,76.5509,81,0.0325,68.2500,2.4879
beryllium carbide (Be2C) (hp or snt),23.4300,7.8400,1423,2.9880,8368.0000,2100.0000,16.5304,76.5509,81,0.0550,115.5000,4.2103
beryllium carbide (Be2C) (hp or snt),23.4300,7.8400,1423,2.9880,8368.0000,2100.0000,16.5304,76.5509,81,0.0775,162.7500,5.9327
beryllium carbide (Be2C) (hp or snt),23.4300,7.8400,1423,2.9880,8368.0000,2100.0000,16.5304,76.5509,81,0.1000,210.0000,7.6551
beryllium carbide (Be2C) (hp or snt),23.4300,7.8400,1423,2.9880,8368.0000,2100.0000,16.5304,76.5509,81,562.3200,1180872.0000,43046.1021
beryllium carbide (Be2C) (hp or snt),23.4300,7.8400,1423,2.9880,8368.0000,2100.0000,16.5304,76.5509,81,390.5000,820050.0000,29893.1264
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,0.0100,140.0000,0.4622
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,0.0325,455.0000,1.5021
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,0.0550,770.0000,2.5420
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,0.0775,1085.0000,3.5820
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,0.1000,1400.0000,4.6219
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,1295.3760,18135264.0000,59870.9756
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,899.5667,12593933.3333,41577.0664
silicone rubber (medium k),0.3350,0.2100,1255,1.6320,739.0000,1300.0000,49.6626,61.5139,661,0.0100,13.0000,0.6151
silicone rubber (medium k),0.3350,0.2100,1255,1.6320,739.0000,1300.0000,49.6626,61.5139,661,0.0325,42.2500,1.9992
silicone rubber (medium k),0.3350,0.2100,1255,1.6320,739.0000,1300.0000,49.6626,61.5139,661,0.0550,71.5000,3.3833
silicone rubber (medium k),0.3350,0.2100,1255,1.6320,739.0000,1300.0000,49.6626,61.5139,661,0.0775,100.7500,4.7673
silicone rubber (medium k),0.3350,0.2100,1255,1.6320,739.0000,1300.0000,49.6626,61.5139,661,0.1000,130.0000,6.1514
silicone rubber (medium k),0.3350,0.2100,1255,1.6320,739.0000,1300.0000,49.6626,61.5139,661,8.0400,10452.0000,494.5719
silicone rubber (medium k),0.3350,0.2100,1255,1.6320,739.0000,1300.0000,49.6626,61.5139,661,5.5833,7258.3333,343.4527
sulfur,0.2760,0.1900,711,1.4220,627.0000,2000.0000,52.6020,57.1337,723,0.0100,20.0000,0.5713
sulfur,0.2760,0.1900,711,1.4220,627.0000,2000.0000,52.6020,57.1337,723,0.0325,65.0000,1.8568
sulfur,0.2760,0.1900,711,1.4220,627.0000,2000.0000,52.6020,57.1337,723,0.0550,110.0000,3.1424
sulfur,0.2760,0.1900,711,1.4220,627.0000,2000.0000,52.6020,57.1337,723,0.0775,155.0000,4.4279
sulfur,0.2760,0.1900,711,1.4220,627.0000,2000.0000,52.6020,57.1337,723,0.1000,200.0000,5.7134
sulfur,0.2760,0.1900,711,1.4220,627.0000,2000.0000,52.6020,57.1337,723,6.6240,13248.0000,378.4534
sulfur,0.2760,0.1900,711,1.4220,627.0000,2000.0000,52.6020,57.1337,723,4.6000,9200.0000,262.8149
tellurium,3.3470,2.6700,201,1.2540,2048.0000,6240.0000,54.9339,59.5060,746,0.0100,62.4000,0.5951
tellurium,3.3470,2.6700,201,1.2540,2048.0000,6240.0000,54.9339,59.5060,746,0.0325,202.8000,1.9339
tellurium,3.3470,2.6700,201,1.2540,2048.0000,6240.0000,54.9339,59.5060,746,0.0550,343.2000,3.2728
tellurium,3.3470,2.6700,201,1.2540,2048.0000,6240.0000,54.9339,59.5060,746,0.0775,483.6000,4.6117
tellurium,3.3470,2.6700,201,1.2540,2048.0000,6240.0000,54.9339,59.5060,746,0.1000,624.0000,5.9506
tellurium,3.3470,2.6700,201,1.2540,2048.0000,6240.0000,54.9339,59.5060,746,80.3280,501246.7200,4779.9964
tellurium,3.3470,2.6700,201,1.2540,2048.0000,6240.0000,54.9339,59.5060,746,55.7833,348088.0000,3319.4419
titanium boride (TiB2) (hp  95 pc dens),25.1040,8.7200,669,2.8770,8501.0000,4300.0000,66.3243,39.3286,786,0.0100,43.0000,0.3933
titanium boride (TiB2) (hp  95 pc dens),25.1040,8.7200,669,2.8770,8501.0000,4300.0000,66.3243,39.3286,786,0.0325,139.7500,1.2782
titanium boride (TiB2) (hp  95 pc dens),25.1040,8.7200,669,2.8770,8501.0000,4300.0000,66.3243,39.3286,786,0.0550,236.5000,2.1631
titanium boride (TiB2) (hp  95 pc dens),25.1040,8.7200,669,2.8770,8501.0000,4300.0000,66.3243,39.3286,786,0.0775,333.2500,3.0480
titanium boride (TiB2) (hp  95 pc dens),25.1040,8.7200,669,2.8770,8501.0000,4300.0000,66.3243,39.3286,786,0.1000,430.0000,3.9329
titanium boride (TiB2) (hp  95 pc dens),25.1040,8.7200,669,2.8770,8501.0000,4300.0000,66.3243,39.3286,786,602.4960,2590732.8000,23695.3320
titanium boride (TiB2) (hp  95 pc dens),25.1040,8.7200,669,2.8770,8501.0000,4300.0000,66.3243,39.3286,786,418.4000,1799120.0000,16455.0917
nickel alloy incoloy 901,13.3890,3.8900,418,3.4400,6790.0000,8230.0000,47.1131,41.5073,462,0.0100,82.3000,0.4151
nickel alloy incoloy 901,13.3890,3.8900,418,3.4400,6790.0000,8230.0000,47.1131,41.5073,462,0.0325,267.4750,1.3490
nickel alloy incoloy 901,13.3890,3.8900,418,3.4400,6790.0000,8230.0000,47.1131,41.5073,462,0.0550,452.6500,2.2829
nickel alloy incoloy 901,13.3890,3.8900,418,3.4400,6790.0000,8230.0000,47.1131,41.5073,462,0.0775,637.8250,3.2168
nickel alloy incoloy 901,13.3890,3.8900,418,3.4400,6790.0000,8230.0000,47.1131,41.5073,462,0.1000,823.0000,4.1507
nickel alloy incoloy 901,13.3890,3.8900,418,3.4400,6790.0000,8230.0000,47.1131,41.5073,462,321.3360,2644595.2800,13337.7975
nickel alloy incoloy 901,13.3890,3.8900,418,3.4400,6790.0000,8230.0000,47.1131,41.5073,462,223.1500,1836524.5000,9262.3594
molybdenum alloy (Mo70 W30),123.0100,61.6000,201,1.9980,15669.0000,9940.0000,57.7249,62.7587,419,0.0100,99.4000,0.6276
molybdenum alloy (Mo70 W30),123.0100,61.6000,201,1.9980,15669.0000,9940.0000,57.7249,62.7587,419,0.0325,323.0500,2.0397
molybdenum alloy (Mo70 W30),123.0100,61.6000,201,1.9980,15669.0000,9940.0000,57.7249,62.7587,419,0.0550,546.7000,3.4517
molybdenum alloy (Mo70 W30),123.0100,61.6000,201,1.9980,15669.0000,9940.0000,57.7249,62.7587,419,0.0775,770.3500,4.8638
molybdenum alloy (Mo70 W30),123.0100,61.6000,201,1.9980,15669.0000,9940.0000,57.7249,62.7587,419,0.1000,994.0000,6.2759
molybdenum alloy (Mo70 W30),123.0100,61.6000,201,1.9980,15669.0000,9940.0000,57.7249,62.7587,419,2952.2400,29345265.6000,185278.6471
molybdenum alloy (Mo70 W30),123.0100,61.6000,201,1.9980,15669.0000,9940.0000,57.7249,62.7587,419,2050.1667,20378656.6667,128665.7271
cerium oxide (CeO2),11.7150,5.4600,352,2.1470,5012.0000,6100.0000,72.0707,62.9104,141,0.0100,61.0000,0.6291
cerium oxide (CeO2),11.7150,5.4600,352,2.1470,5012.0000,6100.0000,72.0707,62.9104,141,0.0325,198.2500,2.0446
cerium oxide (CeO2),11.7150,5.4600,352,2.1470,5012.0000,6100.0000,72.0707,62.9104,141,0.0550,335.5000,3.4601
cerium oxide (CeO2),11.7150,5.4600,352,2.1470,5012.0000,6100.0000,72.0707,62.9104,141,0.0775,472.7500,4.8756
cerium oxide (CeO2),11.7150,5.4600,352,2.1470,5012.0000,6100.0000,72.0707,62.9104,141,0.1000,610.0000,6.2910
cerium oxide (CeO2),11.7150,5.4600,352,2.1470,5012.0000,6100.0000,72.0707,62.9104,141,281.1600,1715076.0000,17687.8881
cerium oxide (CeO2),11.7150,5.4600,352,2.1470,5012.0000,6100.0000,72.0707,62.9104,141,195.2500,1191025.0000,12283.2556
silicon carbide (SiC) (brick Al2O3 1.7),11.7150,6.8900,678,1.7020,4464.0000,2510.0000,66.6762,54.0942,642,0.0100,25.1000,0.5409
silicon carbide (SiC) (brick Al2O3 1.7),11.7150,6.8900,678,1.7020,4464.0000,2510.0000,66.6762,54.0942,642,0.0325,81.5750,1.7581
silicon carbide (SiC) (brick Al2O3 1.7),11.7150,6.8900,678,1.7020,4464.0000,2510.0000,66.6762,54.0942,642,0.0550,138.0500,2.9752
silicon carbide (SiC) (brick Al2O3 1.7),11.7150,6.8900,678,1.7020,4464.0000,2510.0000,66.6762,54.0942,642,0.0775,194.5250,4.1923
silicon carbide (SiC) (brick Al2O3 1.7),11.7150,6.8900,678,1.7020,4464.0000,2510.0000,66.6762,54.0942,642,0.1000,251.0000,5.4094
silicon carbide (SiC) (brick Al2O3 1.7),11.7150,6.8900,678,1.7020,4464.0000,2510.0000,66.6762,54.0942,642,281.1600,705711.6000,15209.1365
silicon carbide (SiC) (brick Al2O3 1.7),11.7150,6.8900,678,1.7020,4464.0000,2510.0000,66.6762,54.0942,642,195.2500,490077.5000,10561.9004
"phenolic resin pressed (types 40, 50)",0.3770,0.2200,1255,1.7320,808.0000,1380.0000,48.7486,62.8811,539,0.0100,13.8000,0.6288
"phenolic resin pressed (types 40, 50)",0.3770,0.2200,1255,1.7320,808.0000,1380.0000,48.7486,62.8811,539,0.0325,44.8500,2.0436
"phenolic resin pressed (types 40, 50)",0.3770,0.2200,1255,1.7320,808.0000,1380.0000,48.7486,62.8811,539,0.0550,75.9000,3.4585
"phenolic resin pressed (types 40, 50)",0.3770,0.2200,1255,1.7320,808.0000,1380.0000,48.7486,62.8811,539,0.0775,106.9500,4.8733
"phenolic resin pressed (types 40, 50)",0.3770,0.2200,1255,1.7320,808.0000,1380.0000,48.7486,62.8811,539,0.1000,138.0000,6.2881
"phenolic resin pressed (types 40, 50)",0.3770,0.2200,1255,1.7320,808.0000,1380.0000,48.7486,62.8811,539,9.0480,12486.2400,568.9482
"phenolic resin pressed (types 40, 50)",0.3770,0.2200,1255,1.7320,808.0000,1380.0000,48.7486,62.8811,539,6.2833,8671.0000,395.1029
magnesium alloy m1(ac) (casting),129.7000,71.9000,1025,1.8040,15296.0000,1760.0000,64.8909,66.1819,364,0.0100,17.6000,0.6618
magnesium alloy m1(ac) (casting),129.7000,71.9000,1025,1.8040,15296.0000,1760.0000,64.8909,66.1819,364,0.0325,57.2000,2.1509
magnesium alloy m1(ac) (casting),129.7000,71.9000,1025,1.8040,15296.0000,1760.0000,64.8909,66.1819,364,0.0550,96.8000,3.6400
magnesium alloy m1(ac) (casting),129.7000,71.9000,1025,1.8040,15296.0000,1760.0000,64.8909,66.1819,364,0.0775,136.4000,5.1291
magnesium alloy m1(ac) (casting),129.7000,71.9000,1025,1.8040,15296.0000,1760.0000,64.8909,66.1819,364,0.1000,176.0000,6.6182
magnesium alloy m1(ac) (casting),129.7000,71.9000,1025,1.8040,15296.0000,1760.0000,64.8909,66.1819,364,3112.8000,5478528.0000,206010.9716
magnesium alloy m1(ac) (casting),129.7000,71.9000,1025,1.8040,15296.0000,1760.0000,64.8909,66.1819,364,2161.6667,3804533.3333,143063.1747
white fir wood (across grain),0.1090,0.1100,2301,1.0350,336.0000,450.0000,54.3841,59.1471,866,0.0100,4.5000,0.5915
white fir wood (across grain),0.1090,0.1100,2301,1.0350,336.0000,450.0000,54.3841,59.1471,866,0.0325,14.6250,1.9223
white fir wood (across grain),0.1090,0.1100,2301,1.0350,336.0000,450.0000,54.3841,59.1471,866,0.0550,24.7500,3.2531
white fir wood (across grain),0.1090,0.1100,2301,1.0350,336.0000,450.0000,54.3841,59.1471,866,0.0775,34.8750,4.5839
white fir wood (across grain),0.1090,0.1100,2301,1.0350,336.0000,450.0000,54.3841,59.1471,866,0.1000,45.0000,5.9147
white fir wood (across grain),0.1090,0.1100,2301,1.0350,336.0000,450.0000,54.3841,59.1471,866,2.6160,1177.2000,154.7288
white fir wood (across grain),0.1090,0.1100,2301,1.0350,336.0000,450.0000,54.3841,59.1471,866,1.8167,817.5000,107.4506
zirconium hydride (ZrH + ZrH2),18.4100,9.4400,310,1.9530,5992.0000,6300.0000,72.4152,54.9230,889,0.0100,63.0000,0.5492
zirconium hydride (ZrH + ZrH2),18.4100,9.4400,310,1.9530,5992.0000,6300.0000,72.4152,54.9230,889,0.0325,204.7500,1.7850
zirconium hydride (ZrH + ZrH2),18.4100,9.4400,310,1.9530,5992.0000,6300.0000,72.4152,54.9230,889,0.0550,346.5000,3.0208
zirconium hydride (ZrH + ZrH2),18.4100,9.4400,310,1.9530,5992.0000,6300.0000,72.4152,54.9230,889,0.0775,488.2500,4.2565
zirconium hydride (ZrH + ZrH2),18.4100,9.4400,310,1.9530,5992.0000,6300.0000,72.4152,54.9230,889,0.1000,630.0000,5.4923
zirconium hydride (ZrH + ZrH2),18.4100,9.4400,310,1.9530,5992.0000,6300.0000,72.4152,54.9230,889,441.8400,2783592.0000,24267.1668
zirconium hydride (ZrH + ZrH2),18.4100,9.4400,310,1.9530,5992.0000,6300.0000,72.4152,54.9230,889,306.8333,1933050.0000,16852.1992
magnesium oxide (MgO) (polyxtal 100 d),61.9230,18.8000,921,3.2970,14285.0000,3580.0000,28.1385,33.3778,384,0.0100,35.8000,0.3338
magnesium oxide (MgO) (polyxtal 100 d),61.9230,18.8000,921,3.2970,14285.0000,3580.0000,28.1385,33.3778,384,0.0325,116.3500,1.0848
magnesium oxide (MgO) (polyxtal 100 d),61.9230,18.8000,921,3.2970,14285.0000,3580.0000,28.1385,33.3778,384,0.0550,196.9000,1.8358
magnesium oxide (MgO) (polyxtal 100 d),61.9230,18.8000,921,3.2970,14285.0000,3580.0000,28.1385,33.3778,384,0.0775,277.4500,2.5868
magnesium oxide (MgO) (polyxtal 100 d),61.9230,18.8000,921,3.2970,14285.0000,3580.0000,28.1385,33.3778,384,0.1000,358.0000,3.3378
magnesium oxide (MgO) (polyxtal 100 d),61.9230,18.8000,921,3.2970,14285.0000,3580.0000,28.1385,33.3778,384,1486.1520,5320424.1600,49604.4961
magnesium oxide (MgO) (polyxtal 100 d),61.9230,18.8000,921,3.2970,14285.0000,3580.0000,28.1385,33.3778,384,1032.0500,3694739.0000,34447.5667
zinc-aluminum-copper alloy astm 25,108.7800,38.8000,418,2.8010,17463.0000,6700.0000,51.3408,55.0385,882,0.0100,67.0000,0.5504
zinc-aluminum-copper alloy astm 25,108.7800,38.8000,418,2.8010,17463.0000,6700.0000,51.3408,55.0385,882,0.0325,217.7500,1.7887
zinc-aluminum-copper alloy astm 25,108.7800,38.8000,418,2.8010,17463.0000,6700.0000,51.3408,55.0385,882,0.0550,368.5000,3.0271
zinc-aluminum-copper alloy astm 25,108.7800,38.8000,418,2.8010,17463.0000,6700.0000,51.3408,55.0385,882,0.0775,519.2500,4.2655
zinc-aluminum-copper alloy astm 25,108.7800,38.8000,418,2.8010,17463.0000,6700.0000,51.3408,55.0385,882,0.1000,670.0000,5.5038
zinc-aluminum-copper alloy astm 25,108.7800,38.8000,418,2.8010,17463.0000,6700.0000,51.3408,55.0385,882,2610.7200,17491824.0000,143689.9874
zinc-aluminum-copper alloy astm 25,108.7800,38.8000,418,2.8010,17463.0000,6700.0000,51.3408,55.0385,882,1813.0000,12147100.0000,99784.7135
brass red wrought (Cu85 Zn15),146.4400,44.4000,377,3.2990,21967.0000,8750.0000,46.2057,55.2800,101,0.0100,87.5000,0.5528
brass red wrought (Cu85 Zn15),146.4400,44.4000,377,3.2990,21967.0000,8750.0000,46.2057,55.2800,101,0.0325,284.3750,1.7966
brass red wrought (Cu85 Zn15),146.4400,44.4000,377,3.2990,21967.0000,8750.0000,46.2057,55.2800,101,0.0550,481.2500,3.0404
brass red wrought (Cu85 Zn15),146.4400,44.4000,377,3.2990,21967.0000,8750.0000,46.2057,55.2800,101,0.0775,678.1250,4.2842
brass red wrought (Cu85 Zn15),146.4400,44.4000,377,3.2990,21967.0000,8750.0000,46.2057,55.2800,101,0.1000,875.0000,5.5280
brass red wrought (Cu85 Zn15),146.4400,44.4000,377,3.2990,21967.0000,8750.0000,46.2057,55.2800,101,3514.5600,30752400.0000,194284.9822
brass red wrought (Cu85 Zn15),146.4400,44.4000,377,3.2990,21967.0000,8750.0000,46.2057,55.2800,101,2440.6667,21355833.3333,134920.1266
phenol-formaldehyde + phenol-furfural,0.2090,0.1000,1674,2.1430,670.0000,1280.0000,47.2579,66.4872,535,0.0100,12.8000,0.6649
phenol-formaldehyde + phenol-furfural,0.2090,0.1000,1674,2.1430,670.0000,1280.0000,47.2579,66.4872,535,0.0325,41.6000,2.1608
phenol-formaldehyde + phenol-furfural,0.2090,0.1000,1674,2.1430,670.0000,1280.0000,47.2579,66.4872,535,0.0550,70.4000,3.6568
phenol-formaldehyde + phenol-furfural,0.2090,0.1000,1674,2.1430,670.0000,1280.0000,47.2579,66.4872,535,0.0775,99.2000,5.1528
phenol-formaldehyde + phenol-furfural,0.2090,0.1000,1674,2.1430,670.0000,1280.0000,47.2579,66.4872,535,0.1000,128.0000,6.6487
phenol-formaldehyde + phenol-furfural,0.2090,0.1000,1674,2.1430,670.0000,1280.0000,47.2579,66.4872,535,5.0160,6420.4800,333.4997
phenol-formaldehyde + phenol-furfural,0.2090,0.1000,1674,2.1430,670.0000,1280.0000,47.2579,66.4872,535,3.4833,4458.6667,231.5970
terbium boride (TbB6) (94.3 pc dense),20.0830,6.4000,628,3.1400,7939.0000,5000.0000,45.5269,47.4274,747,0.0100,50.0000,0.4743
terbium boride (TbB6) (94.3 pc dense),20.0830,6.4000,628,3.1400,7939.0000,5000.0000,45.5269,47.4274,747,0.0325,162.5000,1.5414
terbium boride (TbB6) (94.3 pc dense),20.0830,6.4000,628,3.1400,7939.0000,5000.0000,45.5269,47.4274,747,0.0550,275.0000,2.6085
terbium boride (TbB6) (94.3 pc dense),20.0830,6.4000,628,3.1400,7939.0000,5000.0000,45.5269,47.4274,747,0.0775,387.5000,3.6756
terbium boride (TbB6) (94.3 pc dense),20.0830,6.4000,628,3.1400,7939.0000,5000.0000,45.5269,47.4274,747,0.1000,500.0000,4.7427
terbium boride (TbB6) (94.3 pc dense),20.0830,6.4000,628,3.1400,7939.0000,5000.0000,45.5269,47.4274,747,481.9920,2409960.0000,22859.6129
terbium boride (TbB6) (94.3 pc dense),20.0830,6.4000,628,3.1400,7939.0000,5000.0000,45.5269,47.4274,747,334.7167,1673583.3333,15874.7312
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,629,0.0100,16.0000,0.5348
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,629,0.0325,52.0000,1.7382
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,629,0.0550,88.0000,2.9415
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,629,0.0775,124.0000,4.1448
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,629,0.1000,160.0000,5.3482
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,629,8.0400,12864.0000,429.9918
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,629,5.5833,8933.3333,298.6054
polyvinylidene chloride film,0.1260,0.0600,1339,2.2500,531.0000,1680.0000,44.1337,68.5126,577,0.0100,16.8000,0.6851
polyvinylidene chloride film,0.1260,0.0600,1339,2.2500,531.0000,1680.0000,44.1337,68.5126,577,0.0325,54.6000,2.2267
polyvinylidene chloride film,0.1260,0.0600,1339,2.2500,531.0000,1680.0000,44.1337,68.5126,577,0.0550,92.4000,3.7682
polyvinylidene chloride film,0.1260,0.0600,1339,2.2500,531.0000,1680.0000,44.1337,68.5126,577,0.0775,130.2000,5.3097
polyvinylidene chloride film,0.1260,0.0600,1339,2.2500,531.0000,1680.0000,44.1337,68.5126,577,0.1000,168.0000,6.8513
polyvinylidene chloride film,0.1260,0.0600,1339,2.2500,531.0000,1680.0000,44.1337,68.5126,577,3.0240,5080.3200,207.1820
polyvinylidene chloride film,0.1260,0.0600,1339,2.2500,531.0000,1680.0000,44.1337,68.5126,577,2.1000,3528.0000,143.8764
nickel alloy inconel 600 (annealed),15.0620,3.8900,456,3.8670,7633.0000,8480.0000,50.4477,37.9526,465,0.0100,84.8000,0.3795
nickel alloy inconel 600 (annealed),15.0620,3.8900,456,3.8670,7633.0000,8480.0000,50.4477,37.9526,465,0.0325,275.6000,1.2335
nickel alloy inconel 600 (annealed),15.0620,3.8900,456,3.8670,7633.0000,8480.0000,50.4477,37.9526,465,0.0550,466.4000,2.0874
nickel alloy inconel 600 (annealed),15.0620,3.8900,456,3.8670,7633.0000,8480.0000,50.4477,37.9526,465,0.0775,657.2000,2.9413
nickel alloy inconel 600 (annealed),15.0620,3.8900,456,3.8670,7633.0000,8480.0000,50.4477,37.9526,465,0.1000,848.0000,3.7953
nickel alloy inconel 600 (annealed),15.0620,3.8900,456,3.8670,7633.0000,8480.0000,50.4477,37.9526,465,361.4880,3065418.2400,13719.4228
nickel alloy inconel 600 (annealed),15.0620,3.8900,456,3.8670,7633.0000,8480.0000,50.4477,37.9526,465,251.0333,2128762.6667,9527.3770
baratol h.e. (tnt 26 ba nitrate 76),0.4950,0.2400,803,2.0880,1017.0000,2600.0000,45.1629,65.5978,64,0.0100,26.0000,0.6560
baratol h.e. (tnt 26 ba nitrate 76),0.4950,0.2400,803,2.0880,1017.0000,2600.0000,45.1629,65.5978,64,0.0325,84.5000,2.1319
baratol h.e. (tnt 26 ba nitrate 76),0.4950,0.2400,803,2.0880,1017.0000,2600.0000,45.1629,65.5978,64,0.0550,143.0000,3.6079
baratol h.e. (tnt 26 ba nitrate 76),0.4950,0.2400,803,2.0880,1017.0000,2600.0000,45.1629,65.5978,64,0.0775,201.5000,5.0838
baratol h.e. (tnt 26 ba nitrate 76),0.4950,0.2400,803,2.0880,1017.0000,2600.0000,45.1629,65.5978,64,0.1000,260.0000,6.5598
baratol h.e. (tnt 26 ba nitrate 76),0.4950,0.2400,803,2.0880,1017.0000,2600.0000,45.1629,65.5978,64,11.8800,30888.0000,779.3016
baratol h.e. (tnt 26 ba nitrate 76),0.4950,0.2400,803,2.0880,1017.0000,2600.0000,45.1629,65.5978,64,8.2500,21450.0000,541.1817
Graphite Sheet 25 um (in-plane),1600.0000,896.0000,850,1.7850,53442.0000,2100.0000,54.6163,61.0906,3,0.0100,21.0000,0.6109
Graphite Sheet 25 um (in-plane),1600.0000,896.0000,850,1.7850,53442.0000,2100.0000,54.6163,61.0906,3,0.0325,68.2500,1.9854
Graphite Sheet 25 um (in-plane),1600.0000,896.0000,850,1.7850,53442.0000,2100.0000,54.6163,61.0906,3,0.0550,115.5000,3.3600
Graphite Sheet 25 um (in-plane),1600.0000,896.0000,850,1.7850,53442.0000,2100.0000,54.6163,61.0906,3,0.0775,162.7500,4.7345
Graphite Sheet 25 um (in-plane),1600.0000,896.0000,850,1.7850,53442.0000,2100.0000,54.6163,61.0906,3,0.1000,210.0000,6.1091
Graphite Sheet 25 um (in-plane),1600.0000,896.0000,850,1.7850,53442.0000,2100.0000,54.6163,61.0906,3,38400.0000,80640000.0000,2345878.1184
Graphite Sheet 25 um (in-plane),1600.0000,896.0000,850,1.7850,53442.0000,2100.0000,54.6163,61.0906,3,26666.6667,56000000.0000,1629082.0267
aluminum alloy 7075-t6 (annealed),163.1800,69.6000,837,2.3440,19557.0000,2801.0000,63.3912,65.4386,38,0.0100,28.0100,0.6544
aluminum alloy 7075-t6 (annealed),163.1800,69.6000,837,2.3440,19557.0000,2801.0000,63.3912,65.4386,38,0.0325,91.0325,2.1268
aluminum alloy 7075-t6 (annealed),163.1800,69.6000,837,2.3440,19557.0000,2801.0000,63.3912,65.4386,38,0.0550,154.0550,3.5991
aluminum alloy 7075-t6 (annealed),163.1800,69.6000,837,2.3440,19557.0000,2801.0000,63.3912,65.4386,38,0.0775,217.0775,5.0715
aluminum alloy 7075-t6 (annealed),163.1800,69.6000,837,2.3440,19557.0000,2801.0000,63.3912,65.4386,38,0.1000,280.1000,6.5439
aluminum alloy 7075-t6 (annealed),163.1800,69.6000,837,2.3440,19557.0000,2801.0000,63.3912,65.4386,38,3916.3200,10969612.3200,256278.4980
aluminum alloy 7075-t6 (annealed),163.1800,69.6000,837,2.3440,19557.0000,2801.0000,63.3912,65.4386,38,2719.6667,7617786.3333,177971.1791
aluminum fluosilicate (topaz) (2 AlFO.SiO2) (c-axis),22.0500,4.9600,1255,4.4430,9898.0000,3540.0000,10.0916,81.7407,40,0.0100,35.4000,0.8174
